dataset,policy_episode,policy_layers,policy_neurons,policy_loss,policy_probs,lr optimizer,search_space,state,max depth of child network,child_steps_episod,steps,reward,network_accuracy,moving_accuracy,total_reward,gradients_entropty_avg,gradients_entropty_std,trainable_variables,time_taken
mnist,1280,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.33,99.35,1267.75,690.94,58.97,2712266,3814.65
mnist,1281,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1372,0.99,99.31,99.34,1268.74,690.95,58.65,2712266,3816.48
mnist,1282,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1617,0.99,99.34,99.35,1269.73,690.95,58.99,2712266,3819.94
mnist,1283,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1764,0.99,99.35,99.36,1270.73,690.93,59.05,2712266,3822.38
mnist,1284,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1764,0.99,99.32,99.35,1271.72,690.95,58.74,2712266,3823.16
mnist,1285,2,35,103.922,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.002, 0.75]",9,50,1764,0.99,99.31,99.34,1272.71,691.04,59.3,2712266,3823.96
mnist,1286,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,99.34,99.36,1273.7,690.94,58.87,2712266,3827.93
mnist,1287,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,343,0.99,99.32,99.35,1274.7,690.96,58.96,2712266,3831.06
mnist,1288,2,35,110.773,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.002, 0.75]",9,50,343,0.99,98.74,99.23,1275.69,692.1,59.35,2712266,3831.88
mnist,1289,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,686,0.99,99.3,99.32,1276.68,690.94,58.66,2712266,3837.01
mnist,1290,2,35,120.469,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.001, 0.75]",9,50,1127,0.99,99.35,99.36,1277.67,690.91,58.91,2712266,3842.73
mnist,1291,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1127,0.99,99.34,99.35,1278.67,690.94,58.88,2712266,3843.44
mnist,1292,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1225,0.99,99.31,99.35,1279.66,690.92,59.07,2712266,3845.32
mnist,1293,2,35,71.957,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.001, 0.9]",9,50,1372,0.99,99.34,99.35,1280.65,691.01,59.17,2712266,3847.77
mnist,1294,2,35,80.549,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.006, 0.7]",9,50,1519,0.99,99.35,99.35,1281.65,691.01,59.16,2712266,3850.49
mnist,1295,2,35,77.631,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.006, 0.75]",9,50,1519,0.99,98.73,99.23,1282.63,692.18,58.93,2712266,3851.51
mnist,1296,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,99.34,99.34,1283.63,690.94,58.82,2712266,3858.13
mnist,1297,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,147,0.99,99.3,99.34,1284.62,690.93,58.98,2712266,3858.91
mnist,1298,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,196,0.99,99.34,99.34,1285.61,690.92,58.7,2712266,3860.33
mnist,1299,2,35,66.699,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.08, 0.7]",9,50,441,0.99,99.35,99.36,1286.61,691.0,59.26,2712266,3864.03
mnist,1300,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,539,0.99,99.35,99.36,1287.6,690.92,58.93,2712266,3865.97
mnist,1301,2,35,111.037,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.1, 0.004, 0.8]",9,50,637,0.99,99.36,99.36,1288.59,690.91,58.77,2712266,3867.78
mnist,1302,2,35,59.623,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.009, 0.85]",9,50,735,0.99,99.35,99.36,1289.59,690.9,58.85,2712266,3869.58
mnist,1303,2,35,73.304,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.04, 0.9]",9,50,784,0.99,99.3,99.35,1290.58,691.0,58.77,2712266,3870.96
mnist,1304,2,35,95.728,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.2, 0.07, 0.7]",9,50,784,0.99,98.79,99.24,1291.57,692.08,59.93,2712266,3871.91
mnist,1305,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1225,0.99,99.33,99.34,1292.56,690.87,59.32,2712266,3878.05
mnist,1306,2,35,131.779,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.001, 0.85]",9,50,1764,0.99,99.36,99.37,1293.55,690.88,59.33,2712266,3885.73
mnist,1307,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1764,0.99,99.35,99.36,1294.55,690.88,59.4,2712266,3886.59
mnist,1308,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1813,0.99,99.35,99.37,1295.54,690.92,59.49,2712266,3887.93
mnist,1309,2,35,153.956,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.008, 0.85]",9,50,1874,0.99,99.36,99.37,1296.53,690.87,59.28,2712266,3889.62
mnist,1310,2,35,104.186,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.03, 0.9]",9,50,1874,0.99,99.32,99.36,1297.53,691.03,59.38,2712266,3890.07
mnist,1311,2,35,126.144,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.01, 0.85]",9,50,1874,0.99,98.78,99.24,1298.52,692.09,59.96,2712266,3890.5
mnist,1312,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,245,0.99,99.33,99.33,1299.51,690.88,59.13,2712266,3893.57
mnist,1313,2,35,95.779,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.007, 0.9]",9,50,245,0.99,98.76,99.22,1300.5,692.08,59.17,2712266,3894.78
mnist,1314,2,35,87.184,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.005, 0.75]",9,50,784,0.99,99.34,99.36,1301.49,690.9,59.08,2712266,3902.58
mnist,1315,2,35,138.471,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.008, 0.8]",9,50,931,0.99,99.36,99.37,1302.48,690.91,59.17,2712266,3905.13
mnist,1316,2,35,138.401,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.003, 0.75]",9,50,1029,0.99,99.37,99.37,1303.48,690.89,59.09,2712266,3907.36
mnist,1317,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1078,0.99,99.38,99.38,1304.47,690.91,59.18,2712266,3908.73
mnist,1318,2,35,73.306,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.002, 0.95]",9,50,1176,0.99,99.37,99.38,1305.46,690.89,59.05,2712266,3911.19
mnist,1319,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1176,0.99,99.36,99.37,1306.46,690.91,59.01,2712266,3911.94
mnist,1320,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1470,0.99,99.37,99.39,1307.45,690.9,59.0,2712266,3916.03
mnist,1321,2,35,77.458,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.002, 0.85]",9,50,1470,0.99,99.35,99.38,1308.45,690.88,59.09,2712266,3916.81
mnist,1322,2,35,77.685,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.04, 0.8]",9,50,1666,0.99,99.37,99.37,1309.44,691.0,59.42,2712266,3919.84
mnist,1323,2,35,138.689,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.2, 0.004, 0.8]",9,50,1715,0.99,99.35,99.37,1310.43,690.89,59.07,2712266,3921.08
mnist,1324,2,35,116.226,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.009, 0.9]",9,50,1764,0.99,99.37,99.37,1311.43,690.89,59.06,2712266,3922.28
mnist,1325,2,35,113.648,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.008, 0.95]",9,50,1813,0.99,99.37,99.37,1312.42,690.9,58.82,2712266,3923.91
mnist,1326,2,35,89.981,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.002, 0.7]",9,50,1813,0.99,98.82,99.26,1313.41,692.03,58.92,2712266,3924.71
mnist,1327,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,343,0.99,99.36,99.36,1314.4,690.87,58.84,2712266,3930.68
mnist,1328,2,35,91.512,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.05, 0.85]",9,50,686,0.99,99.35,99.38,1315.4,691.01,59.31,2712266,3935.51
mnist,1329,2,35,101.258,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.004, 0.9]",9,50,686,0.99,98.84,99.27,1316.38,691.95,59.29,2712266,3936.27
mnist,1330,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1176,0.99,99.36,99.38,1317.38,690.87,59.1,2712266,3942.76
mnist,1331,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1274,0.99,99.37,99.38,1318.37,690.86,58.96,2712266,3944.62
mnist,1332,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1372,0.99,99.37,99.38,1319.37,690.9,59.06,2712266,3946.5
mnist,1333,2,35,127.699,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.09, 0.75]",9,50,1372,0.99,98.84,99.27,1320.35,692.02,59.17,2712266,3947.3
mnist,1334,2,35,112.062,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.1, 0.007, 0.9]",9,50,147,0.99,99.4,99.4,1321.35,690.97,59.09,2712266,3955.41
mnist,1335,2,35,67.999,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.06, 0.85]",9,50,196,0.99,99.38,99.4,1322.34,690.99,59.12,2712266,3956.78
mnist,1336,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,245,0.99,99.39,99.4,1323.34,690.84,59.07,2712266,3958.14
mnist,1337,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,245,0.99,99.38,99.4,1324.33,690.86,58.82,2712266,3958.97
mnist,1338,2,35,106.922,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.05, 0.07, 0.85]",9,50,294,0.99,99.37,99.39,1325.32,690.86,58.94,2712266,3960.36
mnist,1339,2,35,80.359,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.09, 0.8]",9,50,294,0.99,98.75,99.26,1326.31,692.03,58.54,2712266,3961.24
mnist,1340,2,35,58.199,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.08, 0.85]",9,50,931,0.99,99.37,99.38,1327.3,691.01,58.55,2712266,3969.52
mnist,1341,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1127,0.99,99.38,99.38,1328.3,690.86,58.59,2712266,3972.6
mnist,1342,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1127,0.99,99.37,99.38,1329.29,690.86,58.66,2712266,3973.4
mnist,1343,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1176,0.99,99.36,99.38,1330.28,690.88,58.7,2712266,3974.72
mnist,1344,2,35,155.178,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.003, 0.9]",9,50,1176,0.99,99.35,99.37,1331.28,690.87,58.62,2712266,3975.5
mnist,1345,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1225,0.99,99.34,99.37,1332.27,690.87,58.44,2712266,3976.82
mnist,1346,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1421,0.99,99.36,99.37,1333.27,690.88,58.43,2712266,3979.81
mnist,1347,2,35,112.434,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.003, 0.8]",9,50,1421,0.99,98.79,99.25,1334.25,691.99,58.11,2712266,3980.62
mnist,1348,2,35,27.727,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,343,0.99,99.36,99.38,1335.25,690.85,58.67,2712266,3990.34
mnist,1349,2,35,133.221,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.06, 0.75]",9,50,392,0.99,99.37,99.38,1336.24,691.02,58.67,2712266,3991.82
mnist,1350,2,35,98.676,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.001, 0.8]",9,50,441,0.99,99.37,99.38,1337.23,690.86,58.53,2712266,3993.2
mnist,1351,2,35,76.227,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.008, 0.75]",9,50,539,0.99,99.38,99.38,1338.23,691.01,58.84,2712266,3995.07
mnist,1352,2,35,84.778,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.03, 0.9]",9,50,686,0.99,99.35,99.38,1339.22,690.86,58.59,2712266,3997.47
mnist,1353,2,35,104.141,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.007, 0.95]",9,50,735,0.99,99.32,99.37,1340.21,690.87,58.32,2712266,3998.87
mnist,1354,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,784,0.99,99.37,99.37,1341.21,690.88,58.5,2712266,4000.22
mnist,1355,2,35,70.611,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.006, 0.7]",9,50,980,0.99,99.37,99.39,1342.2,691.01,58.49,2712266,4003.41
mnist,1356,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1176,0.99,99.38,99.38,1343.2,690.87,58.65,2712266,4006.5
mnist,1357,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1176,0.99,99.37,99.38,1344.19,690.86,58.54,2712266,4007.31
mnist,1358,2,35,101.083,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.01, 0.95]",9,50,1176,0.99,98.7,99.24,1345.18,692.0,58.49,2712266,4008.12
mnist,1359,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1421,0.99,99.27,99.3,1346.17,690.92,59.49,2712266,4011.84
mnist,1360,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1470,0.99,99.22,99.29,1347.16,690.95,56.38,2712266,4013.26
mnist,1361,2,35,77.434,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.007, 0.9]",9,50,1715,0.99,99.29,99.29,1348.15,690.98,57.29,2712266,4016.79
mnist,1362,2,35,80.411,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.15, 0.002, 0.9]",9,50,1715,0.98,98.35,99.1,1349.14,692.38,59.87,2712266,4017.57
mnist,1363,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,98,0.99,99.25,99.27,1350.13,690.97,58.27,2712266,4021.15
mnist,1364,2,35,45.652,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.25, 0.05, 0.9]",9,50,98,0.99,98.8,99.18,1351.12,692.13,57.85,2712266,4021.93
mnist,1365,2,35,106.931,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.02, 0.75]",9,50,441,0.99,99.26,99.29,1352.11,691.04,58.28,2712266,4026.78
mnist,1366,2,35,152.488,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.004, 0.95]",9,50,637,0.99,99.31,99.32,1353.1,691.06,58.41,2712266,4029.9
mnist,1367,2,35,73.412,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.08, 0.75]",9,50,637,0.99,98.68,99.19,1354.09,692.09,55.64,2712266,4030.67
mnist,1368,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,980,0.99,99.28,99.29,1355.08,690.97,56.79,2712266,4035.56
mnist,1369,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1029,0.99,99.25,99.28,1356.08,690.97,56.9,2712266,4036.98
mnist,1370,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1127,0.99,99.07,99.24,1357.07,691.21,55.45,2712266,4039.01
mnist,1371,2,35,97.216,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.15, 0.07, 0.75]",9,50,1323,0.99,99.23,99.24,1358.06,691.1,57.34,2712266,4042.17
mnist,1372,2,35,101.36,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.05, 0.05, 0.85]",9,50,1323,0.99,98.74,99.14,1359.05,692.01,58.4,2712266,4043.0
mnist,1373,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1568,0.99,99.11,99.21,1360.04,691.15,59.08,2712266,4046.75
mnist,1374,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1568,0.99,99.05,99.17,1361.03,691.29,61.33,2712266,4047.56
mnist,1375,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1568,0.99,98.76,99.09,1362.02,691.32,67.11,2712266,4048.36
mnist,1376,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,1666,0.99,98.92,99.05,1363.01,691.46,58.36,2712266,4050.12
mnist,1377,2,35,76.215,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[2, 0.3, 0.005, 0.9]",9,50,1666,0.98,98.02,98.84,1363.99,693.59,67.93,2712266,4050.92
mnist,1378,2,35,124.543,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.15, 0.007, 0.95]",9,50,539,0.99,99.23,99.24,1364.98,691.24,58.88,2712266,4060.32
mnist,1379,2,35,82.982,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.25, 0.008, 0.8]",9,50,588,0.99,99.23,99.24,1365.97,691.24,58.7,2712266,4061.64
mnist,1380,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,588,0.99,99.22,99.23,1366.96,691.32,59.68,2712266,4062.43
mnist,1381,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,588,0.99,99.19,99.23,1367.95,691.26,59.37,2712266,4063.25
mnist,1382,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,637,0.99,99.18,99.21,1368.95,691.32,59.01,2712266,4064.6
mnist,1383,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,637,0.99,99.17,99.21,1369.94,691.25,58.37,2712266,4065.38
mnist,1384,2,35,67.837,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.25, 0.007, 0.95]",9,50,637,0.99,99.16,99.2,1370.93,691.32,59.86,2712266,4066.18
mnist,1385,2,35,81.699,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.3, 0.04, 0.95]",9,50,686,0.99,99.05,99.17,1371.92,691.47,58.34,2712266,4067.55
mnist,1386,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,735,0.99,99.15,99.17,1372.91,691.26,56.2,2712266,4069.13
mnist,1387,2,35,27.726,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[4, 0.3, 0.06, 0.95]",9,50,735,0.99,99.13,99.16,1373.9,691.31,57.22,2712266,4069.93
mnist,1388,2,35,96.893,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.2, 0.001, 0.7]",9,50,1421,0.99,99.23,99.24,1374.89,691.43,56.63,2712266,4078.73
mnist,1389,2,35,78.749,"['0.050', '0.050', '0.050', '0.050']",adam,"['depth', 'dropout', 'learning_rate', 'momentum']","[3, 0.05, 0.09, 0.7]",9,50,1764,0.99,99.27,99.28,1375.89,691.28,57.45,2712266,4083.26
